iter	Accuracy	Logloss
880	0.8964667214	0.2641574662
881	0.89663106	0.2640120704
882	0.8971240756	0.2639017423
883	0.8971240756	0.2638957362
884	0.8971240756	0.263812882
885	0.8972884141	0.2637680328
886	0.8969597371	0.2636074176
887	0.8972884141	0.2634954456
888	0.8972884141	0.2633944185
889	0.8972884141	0.2632960389
890	0.8969597371	0.2632046325
891	0.8974527527	0.2631331201
892	0.8974527527	0.2630404274
893	0.8977814297	0.2630069902
894	0.8977814297	0.262836692
895	0.8981101068	0.2627646578
896	0.8982744454	0.2626995417
897	0.8984387839	0.2626380421
898	0.8984387839	0.2626071232
899	0.8982744454	0.2624857261
900	0.8982744454	0.2623286933
901	0.8984387839	0.2622381824
902	0.8984387839	0.2620677458
903	0.8986031224	0.2620116448
904	0.8984387839	0.2619669345
905	0.8992604766	0.2618404202
906	0.899096138	0.2616974759
907	0.8994248151	0.2616105989
908	0.8994248151	0.2615395491
909	0.8995891537	0.2614473156
910	0.8995891537	0.2613625034
911	0.8997534922	0.2613164579
912	0.8997534922	0.2612007655
913	0.8997534922	0.2611592046
914	0.8997534922	0.2610359099
915	0.8994248151	0.2609653744
916	0.899096138	0.2609057413
917	0.8989317995	0.2608212494
918	0.8989317995	0.2607697395
919	0.898767461	0.2606441221
920	0.8984387839	0.260526463
921	0.898767461	0.2604151475
922	0.8986031224	0.260339837
923	0.8989317995	0.2602701042
924	0.898767461	0.2601981862
925	0.8989317995	0.260082743
926	0.8989317995	0.2600088707
927	0.898767461	0.2598133883
928	0.899096138	0.2596965256
929	0.8989317995	0.2596246763
930	0.8989317995	0.259497928
931	0.8992604766	0.2594306182
932	0.8995891537	0.2592051774
933	0.8995891537	0.2591606885
934	0.8997534922	0.2589805843
935	0.8999178307	0.2587775273
936	0.8999178307	0.2587070568
937	0.8997534922	0.2586048165
938	0.8999178307	0.2585409218
939	0.9000821693	0.2585261421
940	0.9005751849	0.2584022393
941	0.900903862	0.2582123472
942	0.901232539	0.2581210302
943	0.901232539	0.2580738728
944	0.900903862	0.2579927415
945	0.9010682005	0.2579558246
946	0.901232539	0.2579159904
947	0.9015612161	0.2577419209
948	0.9017255546	0.2575997086
949	0.9017255546	0.2574549044
950	0.9022185703	0.2573261885
951	0.9022185703	0.2572830123
952	0.9022185703	0.257214661
953	0.9020542317	0.2570847798
954	0.9018898932	0.2569227072
955	0.9017255546	0.2568564154
956	0.9022185703	0.2567347886
957	0.9020542317	0.2566562773
958	0.9020542317	0.2565524462
959	0.9020542317	0.2564759733
960	0.9020542317	0.2564623071
961	0.9018898932	0.2563856227
962	0.9020542317	0.2563506214
963	0.9020542317	0.2563431601
964	0.9022185703	0.2562913322
965	0.9023829088	0.2561863272
966	0.9023829088	0.256120512
967	0.9022185703	0.2559760953
968	0.9023829088	0.2559021617
969	0.9023829088	0.2558085206
970	0.9023829088	0.2557997235
971	0.9022185703	0.2556552013
972	0.9025472473	0.2556117828
973	0.9022185703	0.2555040382
974	0.9022185703	0.2554142538
975	0.9022185703	0.2553539963
976	0.9022185703	0.2552905358
977	0.9023829088	0.2552370242
978	0.9023829088	0.2551238637
979	0.9023829088	0.2550360422
980	0.9022185703	0.2548204458
981	0.9025472473	0.2547485612
982	0.9023829088	0.2546409557
983	0.9027115859	0.2546233264
984	0.9025472473	0.2545367408
985	0.9027115859	0.2544480375
986	0.9025472473	0.2543585123
987	0.9025472473	0.2542399156
988	0.9027115859	0.2540922672
989	0.9028759244	0.2539887918
990	0.9028759244	0.2539332853
991	0.9030402629	0.2537754061
992	0.9032046015	0.2536847368
993	0.9035332786	0.2535599531
994	0.90336894	0.2534480638
995	0.9035332786	0.2534088243
996	0.9036976171	0.2531750363
997	0.9036976171	0.2530357772
998	0.9036976171	0.2529812836
999	0.9036976171	0.2528811093
1000	0.9036976171	0.2528035281
1001	0.9038619556	0.2527409707
1002	0.9038619556	0.2526995722
1003	0.9038619556	0.2526678991
1004	0.9038619556	0.2526342367
1005	0.9036976171	0.2524710782
1006	0.9036976171	0.2524442447
1007	0.9036976171	0.2523520018
1008	0.9036976171	0.2522781838
1009	0.9036976171	0.252199254
1010	0.90336894	0.252076921
1011	0.9035332786	0.2519531436
1012	0.9041906327	0.2517328148
1013	0.9040262942	0.2517005333
1014	0.9041906327	0.2515976868
1015	0.9043549712	0.2515155217
1016	0.9041906327	0.2514173081
1017	0.9038619556	0.251256713
1018	0.9038619556	0.2511116928
1019	0.9038619556	0.2510066974
1020	0.9041906327	0.2508582747
1021	0.9040262942	0.250674347
1022	0.9040262942	0.2505786907
1023	0.9038619556	0.2505252298
1024	0.9040262942	0.2504172267
1025	0.9043549712	0.250363516
1026	0.9045193098	0.2502717378
1027	0.9050123254	0.2501852249
1028	0.9050123254	0.2501202229
1029	0.905505341	0.2500335014
1030	0.9056696795	0.2499132657
1031	0.9056696795	0.2496750005
1032	0.9056696795	0.2495148954
1033	0.905505341	0.2493898057
1034	0.905505341	0.2493026398
1035	0.9059983566	0.2490717857
1036	0.9061626952	0.2490102319
1037	0.9063270337	0.2489254215
1038	0.9064913722	0.2488538974
1039	0.9064913722	0.2487540513
1040	0.9063270337	0.248608928
1041	0.9064913722	0.2485334735
1042	0.9064913722	0.2485130973
1043	0.9061626952	0.2483270719
1044	0.9061626952	0.2482536564
1045	0.9063270337	0.2481733373
1046	0.9063270337	0.2480540872
1047	0.9064913722	0.248019737
1048	0.9066557108	0.2479835832
1049	0.9056696795	0.2478178557
1050	0.9058340181	0.2477146658
1051	0.9058340181	0.24759127
1052	0.9061626952	0.2474979733
1053	0.9061626952	0.2473328989
1054	0.9066557108	0.2472426536
1055	0.9064913722	0.2471457864
1056	0.9066557108	0.2470589632
1057	0.9063270337	0.24696587
1058	0.9063270337	0.246935784
1059	0.9063270337	0.2467599493
1060	0.9069843878	0.2466620261
1061	0.9069843878	0.2464907625
1062	0.9071487264	0.2463469067
1063	0.9074774035	0.2462914281
1064	0.9078060805	0.2462090255
1065	0.9078060805	0.2460960038
1066	0.907641742	0.2460462072
1067	0.907641742	0.2460224415
1068	0.907641742	0.2459732621
1069	0.907641742	0.2458470373
1070	0.907641742	0.2457519553
1071	0.907641742	0.2456680301
1072	0.907641742	0.2455271541
1073	0.907641742	0.2454148069
1074	0.9074774035	0.2453122755
1075	0.907641742	0.2451667046
1076	0.9078060805	0.245104387
1077	0.907641742	0.2450480284
1078	0.9078060805	0.2449512009
1079	0.907641742	0.2449129497
1080	0.907641742	0.2448474603
1081	0.9078060805	0.2447918574
1082	0.9078060805	0.2447417227
1083	0.9078060805	0.2446567352
1084	0.9079704191	0.244592595
1085	0.9079704191	0.2444674259
1086	0.9079704191	0.2443773786
1087	0.9079704191	0.2442369319
1088	0.9079704191	0.2441607966
1089	0.9079704191	0.2440419611
1090	0.9079704191	0.2440219897
1091	0.9079704191	0.2439239931
1092	0.9081347576	0.2438602573
1093	0.9079704191	0.2437490673
1094	0.9084634347	0.2436722016
1095	0.9082990961	0.2435700074
1096	0.9082990961	0.2434932269
1097	0.9084634347	0.2434369612
1098	0.9089564503	0.2433490898
1099	0.9089564503	0.2432903593
1100	0.9089564503	0.243236928
1101	0.9091207888	0.2431592974
1102	0.9092851274	0.243018313
1103	0.9092851274	0.2429382991
1104	0.9092851274	0.2428681847
1105	0.9092851274	0.2427040489
1106	0.9092851274	0.2426729339
1107	0.9092851274	0.2426033866
1108	0.9092851274	0.2425042322
1109	0.9091207888	0.2424073638
1110	0.9091207888	0.2423351892
1111	0.9091207888	0.2422009422
1112	0.9091207888	0.2420533875
1113	0.9091207888	0.2419515752
1114	0.9091207888	0.241833581
1115	0.9091207888	0.2417189135
1116	0.9092851274	0.241603055
1117	0.9092851274	0.2415749294
1118	0.9092851274	0.2414628829
1119	0.9092851274	0.2413298719
1120	0.9096138044	0.2411970685
1121	0.909778143	0.2411398953
1122	0.9099424815	0.240991132
1123	0.9099424815	0.2409384971
1124	0.91010682	0.2409139547
1125	0.91010682	0.2408399527
1126	0.91010682	0.240762896
1127	0.91010682	0.2406995555
1128	0.91010682	0.2406085728
1129	0.9099424815	0.2404483359
1130	0.9104354971	0.2403069542
1131	0.9102711586	0.2401822818
1132	0.9102711586	0.2400642291
1133	0.9104354971	0.2399621321
1134	0.9105998357	0.2398479398
1135	0.9104354971	0.2397466961
1136	0.9107641742	0.2396224714
1137	0.9104354971	0.239603266
1138	0.9107641742	0.2395690798
1139	0.9109285127	0.2394954571
1140	0.9114215283	0.2393718059
1141	0.9115858669	0.2392585868
1142	0.9117502054	0.2391665349
1143	0.9117502054	0.2390900261
1144	0.911914544	0.2390238723
1145	0.9120788825	0.238885049
1146	0.911914544	0.238756879
1147	0.9115858669	0.2386986965
1148	0.9117502054	0.238606393
1149	0.9117502054	0.2385170026
1150	0.9115858669	0.238455933
1151	0.9117502054	0.2384384092
1152	0.911914544	0.2383332827
1153	0.9120788825	0.2382902686
1154	0.911914544	0.2382654022
1155	0.9115858669	0.2381622332
1156	0.9114215283	0.2380835753
1157	0.9112571898	0.2380454913
1158	0.9114215283	0.2380011123
1159	0.9115858669	0.2379611599
1160	0.9112571898	0.2378957156
1161	0.9110928513	0.2378652101
1162	0.9112571898	0.2377205507
1163	0.9112571898	0.237602733
1164	0.9114215283	0.2375706908
1165	0.9112571898	0.2375109225
1166	0.9112571898	0.2373835296
1167	0.9114215283	0.237252149
1168	0.9115858669	0.2372261025
1169	0.9114215283	0.2371244476
1170	0.9117502054	0.2369913074
1171	0.9117502054	0.2369515406
1172	0.9115858669	0.2369198056
1173	0.9117502054	0.2368196485
1174	0.9117502054	0.2366906092
1175	0.9117502054	0.2366370924
1176	0.9117502054	0.2365383808
1177	0.911914544	0.2365059441
1178	0.9115858669	0.2364601633
1179	0.9120788825	0.2363092019
1180	0.912243221	0.2361292645
1181	0.912243221	0.2360727445
1182	0.912243221	0.2360425709
1183	0.9124075596	0.2359703131
1184	0.9124075596	0.2359213472
1185	0.9120788825	0.2358312635
1186	0.9124075596	0.2356824691
1187	0.911914544	0.2355836433
1188	0.9120788825	0.2355573075
1189	0.9120788825	0.2354432232
1190	0.9120788825	0.2354036118
1191	0.912243221	0.2353322136
1192	0.9124075596	0.2352641722
1193	0.9124075596	0.235087036
1194	0.9125718981	0.2350161811
1195	0.9132292523	0.2349340862
1196	0.9132292523	0.2349148105
1197	0.9132292523	0.2348264918
1198	0.9132292523	0.2347275413
1199	0.9135579293	0.2346649057
1200	0.9135579293	0.234624186
1201	0.9133935908	0.2345827566
1202	0.9137222679	0.2344962422
1203	0.9137222679	0.2344396262
1204	0.9135579293	0.2343722547
1205	0.9135579293	0.2343444945
1206	0.9135579293	0.2343315926
1207	0.9133935908	0.2342661966
1208	0.9135579293	0.2341692423
1209	0.9133935908	0.2340955686
1210	0.9135579293	0.2339918006
1211	0.9135579293	0.2339678888
1212	0.9138866064	0.2338444208
1213	0.9138866064	0.2337581096
1214	0.9140509449	0.2336905885
1215	0.9140509449	0.2336007882
1216	0.9137222679	0.2335415258
1217	0.9138866064	0.2334916889
1218	0.9138866064	0.2333846899
1219	0.9137222679	0.2332696371
1220	0.9138866064	0.2331816775
1221	0.9138866064	0.2331615552
1222	0.9138866064	0.2330902716
1223	0.9138866064	0.2330578274
1224	0.9135579293	0.2330188186
1225	0.9133935908	0.2329391042
1226	0.9135579293	0.2328505826
1227	0.9135579293	0.2327117633
1228	0.9135579293	0.2326235839
1229	0.9137222679	0.2325884906
1230	0.9137222679	0.2325466388
1231	0.9137222679	0.2325129421
1232	0.9138866064	0.2324553359
1233	0.9138866064	0.2323724796
1234	0.9140509449	0.2321648415
1235	0.9142152835	0.2321062425
1236	0.914379622	0.2320205435
1237	0.9145439606	0.2320134858
1238	0.914379622	0.2319494659
1239	0.9142152835	0.2318395469
1240	0.9145439606	0.2317584484
1241	0.914379622	0.2316776505
1242	0.9147082991	0.2316093991
1243	0.9147082991	0.2315286592
1244	0.9145439606	0.2314753902
1245	0.9147082991	0.2314156343
1246	0.9147082991	0.2313448074
1247	0.9147082991	0.2312956055
1248	0.9147082991	0.2312859032
1249	0.9152013147	0.2311715344
1250	0.9152013147	0.2310979827
1251	0.9153656532	0.2309873021
1252	0.9152013147	0.230935958
1253	0.9152013147	0.2308915971
1254	0.9152013147	0.230832434
1255	0.9152013147	0.230694067
1256	0.9153656532	0.2306762624
1257	0.9153656532	0.2306192383
1258	0.9148726376	0.2305501708
1259	0.9152013147	0.2305179199
1260	0.9150369762	0.2304407804
1261	0.9148726376	0.2303826188
1262	0.9148726376	0.2303202002
1263	0.9148726376	0.2302759778
1264	0.9152013147	0.2302218068
1265	0.9148726376	0.2300937002
1266	0.9148726376	0.2300155117
1267	0.9148726376	0.2299637709
1268	0.9150369762	0.2298790412
1269	0.9155299918	0.2298045288
1270	0.9155299918	0.2297469115
1271	0.9155299918	0.2297096025
1272	0.9153656532	0.2296289243
1273	0.9153656532	0.2295082688
1274	0.9156943303	0.2293570799
1275	0.9155299918	0.2292709072
1276	0.9156943303	0.229211275
1277	0.9155299918	0.22912124
1278	0.9155299918	0.2289971073
1279	0.9152013147	0.2289235147
1280	0.9156943303	0.2287891678
1281	0.9155299918	0.2286622038
1282	0.9156943303	0.2285567629
1283	0.9163516845	0.228422144
1284	0.916516023	0.2283904939
1285	0.9160230074	0.2283223255
1286	0.9163516845	0.2282296858
1287	0.9161873459	0.2281437172
1288	0.9163516845	0.228079219
1289	0.9163516845	0.2280174994
1290	0.9166803615	0.2279043895
1291	0.9168447001	0.2278013401
1292	0.916516023	0.2277484722
1293	0.916516023	0.2276538421
1294	0.9166803615	0.2275727826
1295	0.9166803615	0.2275020426
1296	0.9170090386	0.2273463588
1297	0.9166803615	0.2273075292
1298	0.9170090386	0.2272436422
1299	0.9170090386	0.2272256303
1300	0.9171733772	0.2270962219
1301	0.9170090386	0.2270262127
1302	0.9171733772	0.2269436566
1303	0.9173377157	0.22689387
1304	0.9170090386	0.2268663111
1305	0.9170090386	0.2267682684
1306	0.9175020542	0.2266800635
1307	0.9176663928	0.2266273226
1308	0.9176663928	0.2265764339
1309	0.9176663928	0.2264992165
1310	0.9179950698	0.2264329574
1311	0.9176663928	0.2263059313
1312	0.9179950698	0.226212896
1313	0.9179950698	0.2261835317
1314	0.9179950698	0.2261259207
1315	0.9179950698	0.226046043
1316	0.9181594084	0.2259794922
1317	0.9181594084	0.2258689604
1318	0.9183237469	0.2257216121
1319	0.9183237469	0.2256118459
1320	0.9183237469	0.2254804501
1321	0.9184880855	0.2254266496
1322	0.918652424	0.2253559968
1323	0.918652424	0.2253230972
1324	0.918652424	0.2252878835
1325	0.9183237469	0.2252246571
1326	0.9183237469	0.2251879868
1327	0.9184880855	0.2250770009
1328	0.9183237469	0.225010646
1329	0.9184880855	0.2249565694
1330	0.9184880855	0.224859754
1331	0.9184880855	0.2247700273
1332	0.9184880855	0.2247323925
1333	0.918652424	0.224654949
1334	0.918652424	0.2245957786
1335	0.918652424	0.224501454
1336	0.9189811011	0.2244383577
1337	0.9189811011	0.2244152578
1338	0.9189811011	0.2243747025
1339	0.9189811011	0.2241548302
1340	0.9188167625	0.2240070496
1341	0.9188167625	0.2239061654
1342	0.9188167625	0.2238394051
1343	0.9188167625	0.2236777043
1344	0.9188167625	0.2236199803
1345	0.9193097781	0.223561481
1346	0.9193097781	0.2234633664
1347	0.9193097781	0.2233717766
1348	0.9194741167	0.2232961905
1349	0.9198027938	0.2231988994
1350	0.9196384552	0.2231102257
1351	0.9196384552	0.2230320066
1352	0.9196384552	0.222924596
1353	0.9196384552	0.2228752861
1354	0.9198027938	0.2228345204
1355	0.9199671323	0.2227039395
1356	0.9201314708	0.2226394064
1357	0.9201314708	0.2225481941
1358	0.9206244864	0.2224959921
1359	0.9201314708	0.2224284017
1360	0.9201314708	0.2223713949
1361	0.9201314708	0.222311311
1362	0.9201314708	0.2222234868
1363	0.9199671323	0.2221461318
1364	0.9202958094	0.2220910046
1365	0.9202958094	0.222077797
1366	0.9206244864	0.2220529222
1367	0.920788825	0.2219748254
1368	0.9206244864	0.2218913705
1369	0.9209531635	0.2218812381
1370	0.9211175021	0.2218392423
1371	0.9212818406	0.221772058
1372	0.9209531635	0.2217286841
1373	0.9212818406	0.2216711633
1374	0.9214461791	0.2215466516
1375	0.9214461791	0.2214629203
1376	0.9212818406	0.2214435246
1377	0.9212818406	0.2213962329
1378	0.9212818406	0.2213295045
1379	0.9214461791	0.2211631057
1380	0.9214461791	0.2211014275
1381	0.9214461791	0.2209886443
1382	0.9214461791	0.2209173429
1383	0.9216105177	0.2208822161
1384	0.9216105177	0.2207614039
1385	0.9216105177	0.2207360545
1386	0.9216105177	0.2206509941
1387	0.9214461791	0.2205803492
1388	0.9212818406	0.220538655
1389	0.9214461791	0.2204848689
1390	0.9217748562	0.2203725873
1391	0.9219391947	0.2203410258
1392	0.9216105177	0.2202542406
1393	0.9216105177	0.2202045945
1394	0.9217748562	0.2201143556
1395	0.9217748562	0.2200722293
1396	0.9216105177	0.2199157402
1397	0.9216105177	0.2198122323
1398	0.9216105177	0.2197897616
1399	0.9224322104	0.2196790387
1400	0.9222678718	0.219618747
1401	0.9224322104	0.2195931341
1402	0.9224322104	0.2195701394
1403	0.9225965489	0.2194994565
1404	0.9225965489	0.2194129948
1405	0.9224322104	0.2193751338
1406	0.9222678718	0.219344852
1407	0.9222678718	0.2192338758
1408	0.9222678718	0.2191657321
1409	0.9224322104	0.2190031725
1410	0.9224322104	0.2189272076
1411	0.9224322104	0.2189074263
1412	0.9222678718	0.2188428336
1413	0.9222678718	0.2188095638
1414	0.9222678718	0.2187450305
1415	0.9222678718	0.2187220326
1416	0.9224322104	0.21865235
1417	0.9227608874	0.2185344037
1418	0.9227608874	0.2184541359
1419	0.9224322104	0.2183999846
1420	0.9224322104	0.2183578695
1421	0.9225965489	0.21832665
1422	0.9225965489	0.2182765405
1423	0.9227608874	0.2182081933
1424	0.923253903	0.2181332551
1425	0.9234182416	0.2180615683
1426	0.9237469187	0.2179796878
1427	0.9237469187	0.2179063981
1428	0.9242399343	0.2178131087
1429	0.9242399343	0.2177378032
1430	0.9240755957	0.2176733169
1431	0.9244042728	0.2175276186
1432	0.9240755957	0.2174939216
1433	0.9239112572	0.2174567413
1434	0.9239112572	0.2173864408
1435	0.9237469187	0.2172911729
1436	0.9237469187	0.2171569434
1437	0.9237469187	0.2170782728
1438	0.9235825801	0.2169843534
1439	0.9235825801	0.2169495191
1440	0.9235825801	0.2169290038
1441	0.9237469187	0.2168301603
1442	0.9237469187	0.2167112365
1443	0.9240755957	0.2165685473
1444	0.9240755957	0.2165515731
1445	0.9240755957	0.2164225763
1446	0.9240755957	0.2163777666
1447	0.9242399343	0.2162899468
1448	0.9244042728	0.2162283119
1449	0.9247329499	0.216115551
1450	0.9245686113	0.2160616098
1451	0.9244042728	0.2159289226
1452	0.9242399343	0.2158590187
1453	0.9248972884	0.2157449382
1454	0.9248972884	0.2156181823
1455	0.9245686113	0.215559317
1456	0.9247329499	0.2154704922
1457	0.9247329499	0.2153563509
1458	0.9248972884	0.2152393659
1459	0.9248972884	0.2151748856
1460	0.925061627	0.2150693601
1461	0.9248972884	0.2150383871
1462	0.925061627	0.2149905757
1463	0.925061627	0.2148807508
1464	0.925061627	0.2148414904
1465	0.925061627	0.2147264803
1466	0.925061627	0.2146876717
1467	0.9252259655	0.2145953782
1468	0.925061627	0.2145447028
1469	0.925061627	0.2145118032
1470	0.925390304	0.214428655
1471	0.9252259655	0.2143953195
1472	0.9252259655	0.2143453205
1473	0.925390304	0.214226483
1474	0.9252259655	0.2141978039
1475	0.925390304	0.214164961
1476	0.9255546426	0.2141246937
1477	0.9255546426	0.2140822962
1478	0.9255546426	0.2140421777
1479	0.9255546426	0.2139278492
1480	0.9255546426	0.2138803845
1481	0.9257189811	0.2137537126
1482	0.9257189811	0.2137147061
1483	0.9255546426	0.2136253791
1484	0.925390304	0.2135470831
1485	0.925390304	0.2134991919
1486	0.925390304	0.2134808873
1487	0.925390304	0.2134319085
1488	0.9255546426	0.2133651574
1489	0.9255546426	0.2132986492
1490	0.9255546426	0.2132475418
1491	0.9257189811	0.2131703546
1492	0.9258833196	0.2131043934
1493	0.9263763353	0.2130424801
1494	0.9262119967	0.2129238149
1495	0.9263763353	0.2128368012
1496	0.9263763353	0.2127993092
1497	0.9263763353	0.2127498401
1498	0.9263763353	0.2126269289
1499	0.9263763353	0.2125897797
